이름,국어,영어,수학,과학
학생3528,48,44,37,83
학생3529,66,88,81,66
학생3530,44,15,44,46
학생3531,99,2,96,90
학생3532,57,4,12,85
학생3533,4,77,57,83
학생3534,74,23,52,64
학생3535,84,58,70,25
학생3536,96,95,10,4
학생3537,83,7,64,9
학생3538,67,38,63,26
학생3539,50,72,14,86
학생3540,60,28,49,59
학생3541,71,11,49,62
학생3542,32,63,31,96
학생3543,72,6,73,22
학생3544,29,93,2,85
학생3545,,56,64,24
학생3546,98,,88,64
학생3547,88,90,62,72
학생3548,92,70,55,
학생3549,63,60,55,70
학생3550,21,50,55,88
학생3551,98,,88,64
학생3552,88,90,62,72
학생3553,92,70,75,85
학생3554,63,60,31,70
학생3555,54,50,23,88
학생3556,64,54,73,83
학생3557,89,36,63,14
학생3558,83,26,81,98
학생3559,18,51,17,6
학생3560,63,60,55,70
학생3561,21,50,55,88
학생3562,98,,88,64
학생3563,88,90,62,72
학생3564,92,70,75,85
학생3565,63,60,31,70
학생3566,54,50,23,88
학생3567,64,54,73,83
학생3568,89,36,63,14
학생3569,83,26,81,98
학생3570,18,51,17,6
학생3571,33,95,77,95
학생3572,86,34,31,18
학생3573,61,31,97,69
학생3574,79,87,93,86
학생3575,68,75,10,58
학생3576,36,59,90,54
학생3577,55,25,13,30
학생3578,63,60,55,70
학생3579,21,50,55,88
학생3580,98,,88,64
학생3581,88,90,62,72
학생3582,92,70,75,85
학생3583,63,60,31,70
학생3584,54,50,23,88
학생3585,64,54,73,83
학생3586,89,36,63,14
학생3587,83,26,81,98
학생3588,18,51,17,6
학생3589,73,89,73,78
학생3590,45,11,99,81
학생3591,88,10,87,7
학생3592,10,67,56,93
학생3593,97,82,93,67
학생3594,4,86,62,94
학생3595,72,47,72,89
학생3596,13,56,64,34
학생3597,46,56,39,24
학생3598,70,41,86,93
학생3599,20,88,73,46
학생3600,63,60,55,70
학생3601,21,50,55,88
학생3602,98,90,88,64
학생3603,88,90,62,72
학생3604,92,70,75,85
학생3605,63,60,31,70
학생3606,54,50,23,88
학생3607,64,54,73,83
학생3608,89,36,63,14
학생3609,83,26,81,98
학생3610,18,51,17,6
학생3611,74,85,95,70
학생3612,46,56,39,24
학생3613,70,41,86,93
학생3614,20,88,73,46
학생3615,63,60,55,70
학생3616,21,50,55,88
학생3617,98,90,88,64
학생3618,88,90,62,72
학생3619,92,70,75,85
학생3620,63,60,31,70
학생3621,54,50,23,88
학생3622,64,54,73,83
학생3623,89,36,63,14
학생3624,83,26,81,98
학생3625,18,51,17,6
학생3626,42,92,61,10
학생3627,46,56,39,24
학생3628,70,41,86,93
학생3629,20,88,73,46
학생3630,63,60,55,70
학생3631,21,50,55,88
학생3632,98,90,88,64
학생3633,88,90,62,72
학생3634,92,70,75,85
학생3635,63,60,31,70
학생3636,54,50,23,88
학생3637,64,54,73,83
학생3638,89,36,63,14
학생3639,83,26,81,98
학생3640,18,51,17,6
학생3641,62,69,84,80
학생3642,54,34,56,46
학생3643,40,67,26,96
학생3644,55,85,46,81
학생3645,35,53,86,12
학생3646,42,59,79,10
학생3647,20,83,28,69
학생3648,14,53,19,32
학생3649,77,75,75,98
학생3650,45,30,62,89
학생3651,69,47,71,90
학생3652,51,57,16,0
학생3653,28,69,8,6
학생3654,55,46,97,73
학생3655,52,79,44,16
학생3656,33,62,83,0
학생3657,79,12,53,43
학생3658,55,56,92,40
학생3659,46,56,39,24
학생3660,70,41,86,93
학생3661,20,88,73,46
학생3662,63,60,55,70
학생3663,21,50,55,88
학생3664,98,90,88,64
학생3665,88,90,62,72
학생3666,92,70,75,85
학생3667,63,60,31,70
학생3668,54,50,23,88
학생3669,64,54,73,83
학생3670,89,36,63,14
학생3671,83,26,81,98
학생3672,18,51,17,6
학생3673,46,56,39,24
학생3674,70,41,86,93
학생3675,20,88,73,46
학생3676,63,60,55,70
학생3677,21,50,55,88
학생3678,98,90,88,64
학생3679,88,90,62,72
학생3680,92,70,75,85
학생3681,63,60,31,70
학생3682,54,50,23,88
학생3683,64,54,73,83
학생3684,89,36,63,14
학생3685,83,26,81,98
학생3686,18,51,17,6
학생3687,37,27,97,62
학생3688,70,20,63,0
학생3689,98,,88,64
학생3690,88,90,62,72
학생3691,92,70,,
학생3692,63,60,31,70
학생3693,100,50,,88
학생3694,98,,88,64
학생3695,88,90,62,72
학생3696,92,70,,
학생3697,63,60,31,70
학생3698,100,50,,88
학생3699,56,49,90,44
학생3700,34,28,16,0
학생3701,37,13,9,41
학생3702,14,17,21,77
학생3703,37,20,3,77
학생3704,19,97,28,77
학생3705,57,85,33,84
학생3706,10,21,67,54
학생3707,79,74,14,59
학생3708,96,67,66,48
학생3709,46,25,54,56
학생3710,66,32,77,24
학생3711,46,25,2,12
학생3712,26,10,49,74
학생3713,97,68,65,33
학생3714,86,70,99,45
학생3715,31,62,37,82
학생3716,43,88,11,56
학생3717,6,98,96,74
학생3718,41,75,8,22
학생3719,29,45,94,70
학생3720,83,84,32,91
학생3721,91,1,53,32
학생3722,89,59,10,29
학생3723,84,58,70,25
학생3724,96,95,10,4
학생3725,83,7,64,9
학생3726,67,38,63,26
학생3727,50,72,14,86
학생3728,60,28,49,59
학생3729,71,11,49,62
학생3730,32,63,31,96
학생3731,72,6,73,22
학생3732,29,93,2,85
학생3733,,56,64,24
학생3734,98,,88,64
학생3735,88,90,62,72
학생3736,92,70,,
학생3737,63,60,31,70
학생3738,21,50,,88
학생3739,98,,88,64
학생3740,88,90,62,72
학생3741,92,70,,
학생3742,63,60,31,70
학생3743,54,50,,88
학생3744,64,3,73,83
학생3745,78,58,20,47
학생3746,13,82,57,1
학생3747,4,11,81,76
학생3748,3,25,26,67
학생3749,96,78,1,6
학생3750,78,31,70,91
학생3751,4,63,59,23
학생3752,29,67,49,28
학생3753,93,56,63,55
학생3754,57,65,12,47
학생3755,20,74,56,17
학생3756,6,61,0,20
학생3757,3,11,83,45
학생3758,4,82,88,69
학생3759,62,5,92,67
학생3760,4,12,73,73
학생3761,84,58,70,25
학생3762,96,95,10,4
학생3763,83,7,64,9
학생3764,67,38,63,26
학생3765,50,72,14,86
학생3766,60,28,49,59
학생3767,71,11,49,62
학생3768,32,63,31,96
학생3769,72,6,73,22
학생3770,29,93,2,85
학생3771,,56,64,24
학생3772,98,,88,64
학생3773,88,90,62,72
학생3774,92,70,,
학생3775,63,60,31,70
학생3776,21,50,,88
학생3777,98,,88,64
학생3778,88,90,62,72
학생3779,92,70,,
학생3780,63,60,31,70
학생3781,54,50,,88
학생3782,64,3,73,83
학생3783,83,91,32,99
학생3784,5,55,11,65
학생3785,7,40,10,3
학생3786,55,46,74,35
학생3787,97,70,20,27
학생3788,92,61,42,88
학생3789,16,10,41,55
학생3790,47,33,64,65
학생3791,14,40,90,41
학생3792,3,74,48,49
학생3793,52,64,68,85
학생3794,26,87,93,36
학생3795,30,51,30,62
학생3796,72,44,80,13
학생3797,35,49,30,41
학생3798,52,60,1,14
학생3799,12,65,86,76
학생3800,79,21,11,41
학생3801,13,33,72,92
학생3802,98,,88,64
학생3803,88,90,62,72
학생3804,92,70,,
학생3805,63,60,31,70
학생3806,100,50,,88
학생3807,98,,88,64
학생3808,88,90,62,72
학생3809,92,70,,
학생3810,63,60,31,70
학생3811,100,50,,88
학생3812,56,49,90,44
학생3813,34,28,16,0
학생3814,37,13,9,41
학생3815,14,17,21,77
학생3816,37,20,3,77
학생3817,19,97,28,77
학생3818,57,85,33,84
학생3819,10,21,67,54
학생3820,79,74,14,59
학생3821,96,67,66,48
학생3822,46,25,54,56
학생3823,66,32,77,24
학생3824,46,25,2,12
학생3825,26,10,49,74
학생3826,97,68,65,33
학생3827,86,70,99,45
학생3828,31,62,37,82
학생3829,43,88,11,56
학생3830,6,98,96,74
학생3831,41,75,8,22
학생3832,29,45,94,70
학생3833,83,84,32,91
학생3834,91,1,53,32
학생3835,89,59,10,29
학생3836,84,58,70,25
학생3837,96,95,10,4
학생3838,83,7,64,9
학생3839,67,38,63,26
학생3840,50,72,14,86
학생3841,60,28,49,59
학생3842,71,11,49,62
학생3843,32,63,31,96
학생3844,72,6,73,22
학생3845,29,93,2,85
학생3846,,56,64,24
학생3847,98,,88,64
학생3848,88,90,62,72
학생3849,92,70,,
학생3850,63,60,31,70
학생3851,21,50,,88
학생3852,98,,88,64
학생3853,88,90,62,72
학생3854,92,70,,
학생3855,63,60,31,70
학생3856,54,50,,88
학생3857,64,3,73,83
학생3858,78,58,20,47
학생3859,13,82,57,1
학생3860,4,11,81,76
학생3861,3,25,26,67
학생3862,96,78,1,6
학생3863,78,31,70,91
학생3864,4,63,59,23
학생3865,29,67,49,28
학생3866,93,56,63,55
학생3867,57,65,12,47
학생3868,20,74,56,17
학생3869,6,61,0,20
학생3870,3,11,83,45
학생3871,4,82,88,69
학생3872,62,5,92,67
학생3873,4,12,73,73
학생3874,84,58,70,25
학생3875,96,95,10,4
학생3876,83,7,64,9
학생3877,67,38,63,26
학생3878,50,72,14,86
학생3879,60,28,49,59
학생3880,71,11,49,62
학생3881,32,63,31,96
학생3882,72,6,73,22
학생3883,29,93,2,85
학생3884,,56,64,24
학생3885,98,,88,64
학생3886,88,90,62,72
학생3887,92,70,,
학생3888,63,60,31,70
학생3889,21,50,,88
학생3890,98,,88,64
학생3891,88,90,62,72
학생3892,92,70,,
학생3893,63,60,31,70
학생3894,54,50,,88
학생3895,64,3,73,83
학생3896,83,91,32,99
학생3897,5,55,11,65
학생3898,7,40,10,3
학생3899,55,46,74,35
학생3900,97,70,20,27
학생3901,92,61,42,88
학생3902,16,10,41,55
학생3903,47,33,64,65
학생3904,14,40,90,41
학생3905,3,74,48,49
학생3906,52,64,68,85
학생3907,26,87,93,36
학생3908,30,51,30,62
학생3909,72,44,80,13
학생3910,35,49,30,41
학생3911,52,60,1,14
학생3912,12,65,86,76
학생3913,79,21,11,41
학생3914,13,33,72,92
학생3915,57,68,33,33
학생3916,48,44,37,83
학생3917,66,88,81,66
학생3918,44,15,44,46
학생3919,99,2,96,90
학생3920,57,4,12,85
학생3921,4,77,57,83
학생3922,74,23,52,64
학생3923,84,58,70,25
학생3924,96,95,10,4
학생3925,83,7,64,9
학생3926,67,38,63,26
학생3927,50,72,14,86
학생3928,60,28,49,59
학생3929,71,11,49,62
학생3930,32,63,31,96
학생3931,72,6,73,22
학생3932,29,93,2,85
학생3933,,56,64,24
학생3934,98,,88,64
학생3935,88,90,62,72
학생3936,92,70,55,
학생3937,63,60,55,70
학생3938,21,50,55,88
학생3939,98,,88,64
학생3940,88,90,62,72
학생3941,92,70,75,85
학생3942,63,60,31,70
학생3943,54,50,23,88
학생3944,64,54,73,83
학생3945,89,36,63,14
학생3946,83,26,81,98
학생3947,18,51,17,6
학생3948,63,60,55,70
학생3949,21,50,55,88
학생3950,98,,88,64
학생3951,88,90,62,72
학생3952,92,70,75,85
학생3953,63,60,31,70
학생3954,54,50,23,88
학생3955,64,54,73,83
학생3956,89,36,63,14
학생3957,83,26,81,98
학생3958,18,51,17,6
학생3959,33,95,77,95
학생3960,86,34,31,18
학생3961,61,31,97,69
학생3962,79,87,93,86
학생3963,68,75,10,58
학생3964,36,59,90,54
학생3965,55,25,13,30
학생3966,63,60,55,70
학생3967,21,50,55,88
학생3968,98,,88,64
학생3969,88,90,62,72
학생3970,92,70,75,85
학생3971,63,60,31,70
학생3972,54,50,23,88
학생3973,64,54,73,83
학생3974,89,36,63,14
학생3975,83,26,81,98
학생3976,18,51,17,6
학생3977,73,89,73,78
학생3978,45,11,99,81
학생3979,88,10,87,7
학생3980,10,67,56,93
학생3981,97,82,93,67
학생3982,4,86,62,94
학생3983,72,47,72,89
학생3984,13,56,64,34
학생3985,46,56,39,24
학생3986,70,41,86,93
학생3987,20,88,73,46
학생3988,63,60,55,70
학생3989,21,50,55,88
학생3990,98,90,88,64
학생3991,88,90,62,72
학생3992,92,70,75,85
학생3993,63,60,31,70
학생3994,54,50,23,88
학생3995,64,54,73,83
학생3996,89,36,63,14
학생3997,83,26,81,98
학생3998,18,51,17,6
학생3999,74,85,95,70
학생4000,46,56,39,24
학생4001,70,41,86,93
학생4002,20,88,73,46
학생4003,63,60,55,70
학생4004,21,50,55,88
학생4005,98,90,88,64
학생4006,88,90,62,72
학생4007,92,70,75,85
학생4008,63,60,31,70
학생4009,54,50,23,88
학생4010,64,54,73,83
학생4011,89,36,63,14
학생4012,83,26,81,98
학생4013,18,51,17,6
학생4014,42,92,61,10
학생4015,46,56,39,24
학생4016,70,41,86,93
학생4017,20,88,73,46
학생4018,63,60,55,70
학생4019,21,50,55,88
학생4020,98,90,88,64
학생4021,88,90,62,72
학생4022,92,70,75,85
학생4023,63,60,31,70
학생4024,54,50,23,88
학생4025,64,54,73,83
학생4026,89,36,63,14
학생4027,83,26,81,98
학생4028,18,51,17,6
학생4029,62,69,84,80
학생4030,54,34,56,46
학생4031,40,67,26,96
학생4032,55,85,46,81
학생4033,35,53,86,12
학생4034,42,59,79,10
학생4035,20,83,28,69
학생4036,14,53,19,32
학생4037,77,75,75,98
학생4038,45,30,62,89
학생4039,69,47,71,90
학생4040,51,57,16,0
학생4041,28,69,8,6
학생4042,55,46,97,73
학생4043,52,79,44,16
학생4044,33,62,83,0
학생4045,79,12,53,43
학생4046,55,56,92,40
학생4047,46,56,39,24
학생4048,70,41,86,93
학생4049,20,88,73,46
학생4050,63,60,55,70
학생4051,21,50,55,88
학생4052,98,90,88,64
학생4053,88,90,62,72
학생4054,92,70,75,85
학생4055,63,60,31,70
학생4056,54,50,23,88
학생4057,64,54,73,83
학생4058,89,36,63,14
학생4059,83,26,81,98
학생4060,18,51,17,6
학생4061,46,56,39,24
학생4062,70,41,86,93
학생4063,20,88,73,46
학생4064,63,60,55,70
학생4065,21,50,55,88
학생4066,98,90,88,64
학생4067,88,90,62,72
학생4068,92,70,75,85
학생4069,63,60,31,70
학생4070,54,50,23,88
학생4071,64,54,73,83
학생4072,89,36,63,14
학생4073,83,26,81,98
학생4074,18,51,17,6
학생4075,37,27,97,62
학생4076,70,20,63,0
학생4077,85,98,24,53
학생4078,94,77,76,99
학생4079,96,39,77,12
학생4080,46,56,39,24
학생4081,70,41,86,93
학생4082,20,88,73,46
학생4083,63,60,55,70
학생4084,21,50,55,88
학생4085,98,90,88,64
학생4086,88,90,62,72
학생4087,46,56,39,24
학생4088,70,41,86,93
학생4089,20,88,73,46
학생4090,63,60,55,70
학생4091,21,50,55,88
학생4092,98,90,88,64
학생4093,88,90,62,72
학생4094,92,70,75,85
학생4095,63,60,31,70
학생4096,54,50,23,88
학생4097,64,54,73,83
학생4098,89,36,63,14
학생4099,83,26,81,98
학생4100,18,51,17,6
학생4101,46,56,39,24
학생4102,70,41,86,93
학생4103,20,88,73,46
학생4104,63,60,55,70
학생4105,21,50,55,88
학생4106,98,90,88,64
학생4107,88,90,62,72
학생4108,92,70,75,85
학생4109,63,60,31,70
학생4110,54,50,23,88
학생4111,46,56,39,24
학생4112,70,41,86,93
학생4113,20,88,73,46
학생4114,63,60,55,70
학생4115,21,50,55,88
학생4116,98,90,88,64
학생4117,88,90,62,72
학생4118,46,56,39,24
학생4119,70,41,86,93
학생4120,20,88,73,46
학생4121,63,60,55,70
학생4122,21,50,55,88
학생4123,98,90,88,64
학생4124,88,90,62,72
학생4125,92,70,75,85
학생4126,63,60,31,70
학생4127,54,50,23,88
학생4128,64,54,73,83
학생4129,46,56,39,24
학생4130,70,41,86,93
학생4131,20,88,73,46
학생4132,63,60,55,70
학생4133,21,50,55,88
학생4134,98,90,88,64
학생4135,88,90,62,72
학생4136,92,70,75,85
학생4137,63,60,31,70
학생4138,54,50,23,88
학생4139,46,56,39,24
학생4140,70,41,86,93
학생4141,20,88,73,46
학생4142,46,56,39,24
학생4143,70,41,86,93
학생4144,46,56,39,24
학생4145,70,41,86,93
학생4146,20,88,73,46
학생4147,63,60,55,70
학생4148,21,50,55,88
학생4149,98,90,88,64
학생4150,88,90,62,72
학생4151,92,70,75,85
학생4152,63,60,31,70
학생4153,54,50,23,88
학생4154,64,54,73,83
학생4155,89,36,63,14
학생4156,83,26,81,98
학생4157,18,51,17,6
학생4158,85,37,23,49
학생4159,90,93,65,30
학생4160,71,83,15,11
학생4161,94,6,28,69
학생4162,85,88,60,17
학생4163,32,59,16,31
학생4164,59,64,40,72
학생4165,85,73,51,6
학생4166,20,36,26,73
학생4167,46,56,39,24
학생4168,70,41,86,93
학생4169,20,88,73,46
학생4170,63,60,55,70
학생4171,21,50,55,88
학생4172,98,90,88,64
학생4173,88,90,62,72
학생4174,92,70,75,85
학생4175,63,60,31,70
학생4176,54,50,23,88
학생4177,64,54,73,83
학생4178,89,36,63,14
학생4179,83,26,81,98
학생4180,18,51,17,6
학생4181,23,61,24,30
학생4182,53,60,20,39
학생4183,46,56,39,24
학생4184,70,41,86,93
학생4185,20,88,73,46
학생4186,63,60,55,70
학생4187,21,50,55,88
학생4188,98,90,88,64
학생4189,88,90,62,72
학생4190,92,70,75,85
학생4191,63,60,31,70
학생4192,54,50,23,88
학생4193,64,54,73,83
학생4194,89,36,63,14
학생4195,83,26,81,98
학생4196,18,51,17,6
학생4197,54,50,23,88
학생4198,64,54,73,83
학생4199,89,36,63,14
학생4200,83,26,81,98
학생4201,18,51,17,6
학생4202,71,84,33,34
학생4203,64,3,39,18
학생4204,46,43,49,2
학생4205,36,72,84,28
학생4206,83,57,67,33
학생4207,33,19,69,65
학생4208,46,56,39,24
학생4209,70,41,86,93
학생4210,20,88,73,46
학생4211,63,60,55,70
학생4212,21,50,55,88
학생4213,98,90,88,64
학생4214,88,90,62,72
학생4215,92,70,75,85
학생4216,63,60,31,70
학생4217,54,50,23,88
학생4218,64,54,73,83
학생4219,89,36,63,14
학생4220,83,26,81,98
학생4221,18,51,17,6
학생4222,46,56,39,24
학생4223,70,41,86,93
학생4224,20,88,73,46
학생4225,63,60,55,70
학생4226,21,50,55,88
학생4227,98,90,88,64
학생4228,88,90,62,72
학생4229,46,56,39,24
학생4230,70,41,86,93
학생4231,20,88,73,46
학생4232,63,60,55,70
학생4233,21,50,55,88
학생4234,98,90,88,64
학생4235,88,90,62,72
학생4236,92,70,75,85
학생4237,63,60,31,70
학생4238,54,50,23,88
학생4239,64,54,73,83
학생4240,89,36,63,14
학생4241,83,26,81,98
학생4242,18,51,17,6
학생4243,46,56,39,24
학생4244,70,41,86,93
학생4245,20,88,73,46
학생4246,63,60,55,70
학생4247,21,50,55,88
학생4248,98,90,88,64
학생4249,88,90,62,72
학생4250,92,70,75,85
학생4251,63,60,31,70
학생4252,54,50,23,88
학생4253,64,54,73,83
학생4254,89,36,63,14
학생4255,83,26,81,98
학생4256,18,51,17,6
학생4257,69,66,39,59
학생4258,25,19,37,45
학생4259,21,82,20,20
학생4260,7,11,57,74
학생4261,23,32,52,99
학생4262,97,87,30,66
학생4263,53,32,23,28
학생4264,14,45,73,30
학생4265,12,52,44,37
학생4266,46,56,39,24
학생4267,70,41,86,93
학생4268,20,88,73,46
학생4269,63,60,55,70
학생4270,21,50,55,88
학생4271,98,90,88,64
학생4272,88,90,62,72
학생4273,92,70,75,85
학생4274,63,60,31,70
학생4275,54,50,23,88
학생4276,64,54,73,83
학생4277,89,36,63,14
학생4278,83,26,81,98
학생4279,18,51,17,6
학생4280,75,38,94,50
학생4281,58,74,56,27
학생4282,52,86,55,51
학생4283,62,24,72,24
학생4284,71,21,21,89
학생4285,95,67,17,86
학생4286,62,71,88,95
학생4287,46,56,39,24
학생4288,70,41,86,93
학생4289,20,88,73,46
학생4290,63,60,55,70
학생4291,21,50,55,88
학생4292,98,90,88,64
학생4293,46,56,39,24
학생4294,70,41,86,93
학생4295,20,88,73,46
학생4296,63,60,55,70
학생4297,21,50,55,88
학생4298,98,90,88,64
학생4299,88,90,62,72
학생4300,92,70,75,85
학생4301,63,60,31,70
학생4302,54,50,23,88
학생4303,64,54,73,83
학생4304,89,36,63,14
학생4305,83,26,81,98
학생4306,18,51,17,6
학생4307,98,,88,64
학생4308,88,90,62,72
학생4309,92,70,,
학생4310,63,60,31,70
학생4311,100,50,,88
학생4312,98,,88,64
학생4313,88,90,62,72
학생4314,92,70,,
학생4315,63,60,31,70
학생4316,100,50,,88
학생4317,56,49,90,44
학생4318,34,28,16,0
학생4319,37,13,9,41
학생4320,14,17,21,77
학생4321,37,20,3,77
학생4322,19,97,28,77
학생4323,57,85,33,84
학생4324,10,21,67,54
학생4325,79,74,14,59
학생4326,96,67,66,48
학생4327,46,25,54,56
학생4328,66,32,77,24
학생4329,46,25,2,12
학생4330,26,10,49,74
학생4331,97,68,65,33
학생4332,86,70,99,45
학생4333,31,62,37,82
학생4334,43,88,11,56
학생4335,6,98,96,74
학생4336,41,75,8,22
학생4337,29,45,94,70
학생4338,83,84,32,91
학생4339,91,1,53,32
학생4340,89,59,10,29
학생4341,84,58,70,25
학생4342,96,95,10,4
학생4343,83,7,64,9
학생4344,67,38,63,26
학생4345,50,72,14,86
학생4346,60,28,49,59
학생4347,71,11,49,62
학생4348,32,63,31,96
학생4349,72,6,73,22
학생4350,29,93,2,85
학생4351,,56,64,24
학생4352,98,,88,64
학생4353,88,90,62,72
학생4354,92,70,,
학생4355,63,60,31,70
학생4356,21,50,,88
학생4357,98,,88,64
학생4358,88,90,62,72
학생4359,92,70,,
학생4360,63,60,31,70
학생4361,54,50,,88
학생4362,64,3,73,83
학생4363,78,58,20,47
학생4364,13,82,57,1
학생4365,4,11,81,76
학생4366,3,25,26,67
학생4367,96,78,1,6
학생4368,78,31,70,91
학생4369,4,63,59,23
학생4370,29,67,49,28
학생4371,93,56,63,55
학생4372,57,65,12,47
학생4373,20,74,56,17
학생4374,6,61,0,20
학생4375,3,11,83,45
학생4376,4,82,88,69
학생4377,62,5,92,67
학생4378,4,12,73,73
학생4379,84,58,70,25
학생4380,96,95,10,4
학생4381,83,7,64,9
학생4382,67,38,63,26
학생4383,50,72,14,86
학생4384,60,28,49,59
학생4385,71,11,49,62
학생4386,32,63,31,96
학생4387,72,6,73,22
학생4388,29,93,2,85
학생4389,,56,64,24
학생4390,98,,88,64
학생4391,88,90,62,72
학생4392,92,70,,
학생4393,63,60,31,70
학생4394,21,50,,88
학생4395,98,,88,64
학생4396,88,90,62,72
학생4397,92,70,,
학생4398,63,60,31,70
학생4399,54,50,,88
학생4400,64,3,73,83
학생4401,83,91,32,99
학생4402,5,55,11,65
학생4403,7,40,10,3
학생4404,55,46,74,35
학생4405,97,70,20,27
학생4406,92,61,42,88
학생4407,16,10,41,55
학생4408,47,33,64,65
학생4409,14,40,90,41
학생4410,3,74,48,49
학생4411,52,64,68,85
학생4412,26,87,93,36
학생4413,30,51,30,62
학생4414,72,44,80,13
학생4415,35,49,30,41
학생4416,52,60,1,14
학생4417,12,65,86,76
학생4418,79,21,11,41
학생4419,13,33,72,92
학생4420,57,68,33,33
학생4421,48,44,37,83
학생4422,66,88,81,66
학생4423,44,15,44,46
학생4424,99,2,96,90
학생4425,57,4,12,85
학생4426,4,77,57,83
학생4427,74,23,52,64
학생4428,84,58,70,25
학생4429,96,95,10,4
학생4430,83,7,64,9
학생4431,67,38,63,26
학생4432,50,72,14,86
